a1.Name,Proximo_Rikako_Aida,a2.Name,Trabalhou_com_proximos_Rikako_aida
"""Senryu Girl""","""Kana Hanazawa""","""Inu X Boku Secret Service Special""","""Minami Tsuda"""
"""Senryu Girl""","""Kana Hanazawa""","""Inu X Boku Secret Service Special""","""Rina Hidaka"""
"""Senryu Girl""","""Kana Hanazawa""","""Inu X Boku Secret Service Special""","""Takuya Eguchi"""
"""Senryu Girl""","""Kana Hanazawa""","""Inu X Boku Secret Service Special""","""Tomokazu Sugita"""
"""Senryu Girl""","""Kana Hanazawa""","""Inu X Boku Secret Service Special""","""Yoshimasa Hosoya"""
"""Senryu Girl""","""Kana Hanazawa""","""Inu X Boku Secret Service Special""","""Youko Hikasa"""
"""Senryu Girl""","""Kana Hanazawa""","""Inu X Boku Secret Service Special""","""Yuuichi Nakamura"""
"""Senryu Girl""","""Kana Hanazawa""","""Inu x Boku Secret Service""","""Mamoru Miyano"""
"""Senryu Girl""","""Kana Hanazawa""","""Inu x Boku Secret Service""","""Rina Hidaka"""
"""Senryu Girl""","""Kana Hanazawa""","""Inu x Boku Secret Service""","""Takuya Eguchi"""
"""Senryu Girl""","""Kana Hanazawa""","""Inu x Boku Secret Service""","""Tomokazu Sugita"""
"""Senryu Girl""","""Kana Hanazawa""","""Inu x Boku Secret Service""","""Yoshimasa Hosoya"""
"""Senryu Girl""","""Kana Hanazawa""","""Inu x Boku Secret Service""","""Youko Hikasa"""
"""Senryu Girl""","""Kana Hanazawa""","""Inu x Boku Secret Service""","""Yuuichi Nakamura"""
"""Senryu Girl""","""Kana Hanazawa""","""Jujutsu Kaisen 0""","""Megumi Ogata"""
"""Senryu Girl""","""Kana Hanazawa""","""Kannagi""","""Haruka Tomatsu"""
"""Senryu Girl""","""Kana Hanazawa""","""Kannagi""","""Hiro Shimono"""
"""Senryu Girl""","""Kana Hanazawa""","""Kannagi""","""Mai Nakahara"""
"""Senryu Girl""","""Kana Hanazawa""","""Kannagi""","""Miyuki Sawashiro"""
"""Senryu Girl""","""Kana Hanazawa""","""Kannagi""","""Risa Hayamizu"""
"""Senryu Girl""","""Kana Hanazawa""","""Kannagi""","""Takanori Hoshino"""
"""Senryu Girl""","""Kana Hanazawa""","""Kannagi""","""Tetsuya Kakihara"""
"""Senryu Girl""","""Kana Hanazawa""","""Kannagi: If You Are a Shrine Maiden""","""Haruka Tomatsu"""
"""Senryu Girl""","""Kana Hanazawa""","""Kannagi: If You Are a Shrine Maiden""","""Hiro Shimono"""
"""Senryu Girl""","""Kana Hanazawa""","""Kannagi: If You Are a Shrine Maiden""","""Mai Nakahara"""
"""Senryu Girl""","""Kana Hanazawa""","""Kannagi: If You Are a Shrine Maiden""","""Miyuki Sawashiro"""
"""Senryu Girl""","""Kana Hanazawa""","""Kannagi: If You Are a Shrine Maiden""","""Risa Hayamizu"""
"""Senryu Girl""","""Kana Hanazawa""","""Kannagi: If You Are a Shrine Maiden""","""Takanori Hoshino"""
"""Senryu Girl""","""Kana Hanazawa""","""Kannagi: If You Are a Shrine Maiden""","""Tetsuya Kakihara"""
"""Senryu Girl""","""Kana Hanazawa""","""Kemono Jihen""","""Ayumu Murase"""
"""Senryu Girl""","""Kana Hanazawa""","""Kemono Jihen""","""Daisuke Ono"""
"""Senryu Girl""","""Kana Hanazawa""","""Kemono Jihen""","""Hiro Shimono"""
"""Senryu Girl""","""Kana Hanazawa""","""Kemono Jihen""","""Junichi Suwabe"""
"""Senryu Girl""","""Kana Hanazawa""","""Kemono Jihen""","""Motoko Kumai"""
"""Senryu Girl""","""Kana Hanazawa""","""Kemono Jihen""","""Natsumi Fujiwara"""
"""Senryu Girl""","""Kana Hanazawa""","""Kemono Jihen""","""Yumiri Hanamori"""
"""Senryu Girl""","""Kana Hanazawa""","""King of Thorn""","""Eri Sendai"""
"""Senryu Girl""","""Kana Hanazawa""","""King of Thorn""","""Kenji Nomura"""
"""Senryu Girl""","""Kana Hanazawa""","""King of Thorn""","""Kousei Hirota"""
"""Senryu Girl""","""Kana Hanazawa""","""King of Thorn""","""Sayaka Oohara"""
"""Senryu Girl""","""Kana Hanazawa""","""King of Thorn""","""Shinichirou Miki"""
"""Senryu Girl""","""Kana Hanazawa""","""King of Thorn""","""Toshiyuki Morikawa"""
"""Senryu Girl""","""Kana Hanazawa""","""King of Thorn""","""Tsutomu Isobe"""
"""Senryu Girl""","""Kana Hanazawa""","""Kiyo in Kyoto: From the Maiko House""","""Kaoru Katakai"""
"""Senryu Girl""","""Kana Hanazawa""","""Kiyo in Kyoto: From the Maiko House""","""M.A.O."""
"""Senryu Girl""","""Kana Hanazawa""","""Kiyo in Kyoto: From the Maiko House""","""Minami Takayama"""
"""Senryu Girl""","""Kana Hanazawa""","""Kiyo in Kyoto: From the Maiko House""","""Rikiya Koyama"""
"""Senryu Girl""","""Kana Hanazawa""","""Kiyo in Kyoto: From the Maiko House""","""Satsumi Matsuda"""
"""Senryu Girl""","""Kana Hanazawa""","""Kiyo in Kyoto: From the Maiko House""","""Sayaka Oohara"""
"""Senryu Girl""","""Kana Hanazawa""","""Kiyo in Kyoto: From the Maiko House""","""Shinei Ueki"""
"""Senryu Girl""","""Kana Hanazawa""","""Kobato.""","""Fumiko Orikasa"""
"""Senryu Girl""","""Kana Hanazawa""","""Kobato.""","""Houko Kuwashima"""
"""Senryu Girl""","""Kana Hanazawa""","""Kobato.""","""Megumi Nakajima"""
"""Senryu Girl""","""Kana Hanazawa""","""Kobato.""","""Rikiya Koyama"""
"""Senryu Girl""","""Kana Hanazawa""","""Kobato.""","""Tetsu Inada"""
"""Senryu Girl""","""Kana Hanazawa""","""Kobato.""","""Tomoaki Maeno"""
"""Senryu Girl""","""Kana Hanazawa""","""Kobato. Hajimete no Kobato.""","""Tetsu Inada"""
"""Senryu Girl""","""Kana Hanazawa""","""Koikimo""","""Junya Enoki"""
"""Senryu Girl""","""Kana Hanazawa""","""Koikimo""","""Mai Funabashi"""
"""Senryu Girl""","""Kana Hanazawa""","""Koikimo""","""Mei Ooshiro"""
"""Senryu Girl""","""Kana Hanazawa""","""Koikimo""","""Rena Hasegawa"""
"""Senryu Girl""","""Kana Hanazawa""","""Koikimo""","""Ryouhei Kimura"""
"""Senryu Girl""","""Kana Hanazawa""","""Koikimo""","""Toshiyuki Toyonaga"""
"""Senryu Girl""","""Kana Hanazawa""","""Koikimo""","""Yurie Kozakai"""
"""Senryu Girl""","""Kana Hanazawa""","""Koyomimonogatari""","""Chiwa Saitou"""
"""Senryu Girl""","""Kana Hanazawa""","""Koyomimonogatari""","""Emiri Katou"""
"""Senryu Girl""","""Kana Hanazawa""","""Koyomimonogatari""","""Eri Kitamura"""
"""Senryu Girl""","""Kana Hanazawa""","""Koyomimonogatari""","""Hiroshi Kamiya"""
"""Senryu Girl""","""Kana Hanazawa""","""Koyomimonogatari""","""Maaya Sakamoto"""
"""Senryu Girl""","""Kana Hanazawa""","""Koyomimonogatari""","""Miyuki Sawashiro"""
"""Senryu Girl""","""Kana Hanazawa""","""Koyomimonogatari""","""Yui Horie"""
"""Senryu Girl""","""Kana Hanazawa""","""Ladies Versus Butlers Specials""","""Ami Koshimizu"""
"""Senryu Girl""","""Kana Hanazawa""","""Ladies Versus Butlers Specials""","""Haruka Tomatsu"""
"""Senryu Girl""","""Kana Hanazawa""","""Ladies Versus Butlers Specials""","""Mai Goto"""
"""Senryu Girl""","""Kana Hanazawa""","""Ladies Versus Butlers Specials""","""Rie Kugimiya"""
"""Senryu Girl""","""Kana Hanazawa""","""Ladies Versus Butlers Specials""","""Rina Hidaka"""
"""Senryu Girl""","""Kana Hanazawa""","""Last Hope""","""Ai Kayano"""
"""Senryu Girl""","""Kana Hanazawa""","""Last Hope""","""Kenjirou Tsuda"""
"""Senryu Girl""","""Kana Hanazawa""","""Last Hope""","""Nao Touyama"""
"""Senryu Girl""","""Kana Hanazawa""","""Last Hope""","""Tomoaki Maeno"""
"""Senryu Girl""","""Kana Hanazawa""","""Last Hope""","""Unshou Ishizuka"""
"""Senryu Girl""","""Kana Hanazawa""","""Last Hope""","""Yuuichirou Umehara"""
"""Senryu Girl""","""Kana Hanazawa""","""Last Hope""","""Yuuma Uchida"""
"""Senryu Girl""","""Kana Hanazawa""","""Layton's Mystery Journey: Katrielle and the Millionaires' Conspiracy""","""Juurouta Kosugi"""
"""Senryu Girl""","""Kana Hanazawa""","""Layton's Mystery Journey: Katrielle and the Millionaires' Conspiracy""","""Kanako Sakuragi"""
"""Senryu Girl""","""Kana Hanazawa""","""Layton's Mystery Journey: Katrielle and the Millionaires' Conspiracy""","""Kyousuke Ikeda"""
"""Senryu Girl""","""Kana Hanazawa""","""Layton's Mystery Journey: Katrielle and the Millionaires' Conspiracy""","""Shouhei Tou"""
"""Senryu Girl""","""Kana Hanazawa""","""Layton's Mystery Journey: Katrielle and the Millionaires' Conspiracy""","""Takuya Kirimoto"""
"""Senryu Girl""","""Kana Hanazawa""","""Layton's Mystery Journey: Katrielle and the Millionaires' Conspiracy""","""Tomoyuki Maruyama"""
"""Senryu Girl""","""Kana Hanazawa""","""Love and Lies""","""Aoi Morikawa"""
"""Senryu Girl""","""Kana Hanazawa""","""Love and Lies""","""Eri Kitamura"""
"""Senryu Girl""","""Kana Hanazawa""","""Love and Lies""","""Kishou Taniyama"""
"""Senryu Girl""","""Kana Hanazawa""","""Love and Lies""","""Shinnosuke Tachibana"""
"""Senryu Girl""","""Kana Hanazawa""","""Love and Lies""","""Tomoyo Kurosawa"""
"""Senryu Girl""","""Kana Hanazawa""","""Love and Lies""","""Yu Shimamura"""
"""Senryu Girl""","""Kana Hanazawa""","""Love and Lies""","""Yui Makino"""
"""Senryu Girl""","""Kana Hanazawa""","""Magia Record: Puella Magi Madoka Magica Side Story Season 2 -The Eve of Awakening-""","""Aoi Yuuki"""
"""Senryu Girl""","""Kana Hanazawa""","""Magia Record: Puella Magi Madoka Magica Side Story Season 2 -The Eve of Awakening-""","""Ayaka Oohashi"""
"""Senryu Girl""","""Kana Hanazawa""","""Magia Record: Puella Magi Madoka Magica Side Story Season 2 -The Eve of Awakening-""","""Ayane Sakura"""
"""Senryu Girl""","""Kana Hanazawa""","""Magia Record: Puella Magi Madoka Magica Side Story Season 2 -The Eve of Awakening-""","""Chiwa Saitou"""
"""Senryu Girl""","""Kana Hanazawa""","""Magia Record: Puella Magi Madoka Magica Side Story Season 2 -The Eve of Awakening-""","""Kaori Mizuhashi"""
"""Senryu Girl""","""Kana Hanazawa""","""Magia Record: Puella Magi Madoka Magica Side Story Season 2 -The Eve of Awakening-""","""Momo Asakura"""
"""Senryu Girl""","""Kana Hanazawa""","""Magia Record: Puella Magi Madoka Magica Side Story Season 2 -The Eve of Awakening-""","""Sora Amamiya"""
"""Senryu Girl""","""Kana Hanazawa""","""Magical Witch Punie-chan""","""Ayaka Saitou"""
"""Senryu Girl""","""Kana Hanazawa""","""Magical Witch Punie-chan""","""Ayako Kawasumi"""
"""Senryu Girl""","""Kana Hanazawa""","""Magical Witch Punie-chan""","""Chiwa Saitou"""
"""Senryu Girl""","""Kana Hanazawa""","""Magical Witch Punie-chan""","""Mami Koyama"""
"""Senryu Girl""","""Kana Hanazawa""","""Magical Witch Punie-chan""","""Nobuo Tobita"""
"""Senryu Girl""","""Kana Hanazawa""","""Magical Witch Punie-chan""","""Noriko Shitaya"""
"""Senryu Girl""","""Kana Hanazawa""","""Magical Witch Punie-chan""","""Rina Satou"""
"""Senryu Girl""","""Kana Hanazawa""","""Mahou Sensei Negima! ~Mou Hitotsu Sekai~ Magical Girl Yue""","""Ayana Taketatsu"""
"""Senryu Girl""","""Kana Hanazawa""","""Mahou Sensei Negima! ~Mou Hitotsu Sekai~ Magical Girl Yue""","""Masako Katsuki"""
"""Senryu Girl""","""Kana Hanazawa""","""Mahou Sensei Negima! ~Mou Hitotsu Sekai~ Magical Girl Yue""","""Natsuko Kuwatani"""
"""Senryu Girl""","""Kana Hanazawa""","""Mahou Sensei Negima! ~Mou Hitotsu Sekai~ Magical Girl Yue""","""Rei Matsuzaki"""
"""Senryu Girl""","""Kana Hanazawa""","""Mahou Sensei Negima! ~Mou Hitotsu Sekai~ Magical Girl Yue""","""Satomi Satou"""
"""Senryu Girl""","""Kana Hanazawa""","""Mahou Sensei Negima! ~Mou Hitotsu Sekai~ Magical Girl Yue""","""Seiko Yoshida"""
"""Senryu Girl""","""Kana Hanazawa""","""Maid-sama!""","""Atsushi Abe"""
"""Senryu Girl""","""Kana Hanazawa""","""Maid-sama!""","""Ayumi Fujimura"""
"""Senryu Girl""","""Kana Hanazawa""","""Maid-sama!""","""Hiromi Igarashi"""
"""Senryu Girl""","""Kana Hanazawa""","""Maid-sama!""","""Mitsuhiro Ichiki"""
"""Senryu Girl""","""Kana Hanazawa""","""Maid-sama!""","""Nobuhiko Okamoto"""
"""Senryu Girl""","""Kana Hanazawa""","""Maid-sama!""","""Takuma Terashima"""
"""Senryu Girl""","""Kana Hanazawa""","""Maid-sama!""","""Yoshimasa Hosoya"""
"""Senryu Girl""","""Kana Hanazawa""","""Major 2nd""","""Koutarou Nishiyama"""
"""Senryu Girl""","""Kana Hanazawa""","""Major 2nd""","""Natsumi Fujiwara"""
"""Senryu Girl""","""Kana Hanazawa""","""Major 2nd""","""Shintarou Oohata"""
"""Senryu Girl""","""Kana Hanazawa""","""Major 2nd""","""Shunsuke Sakuya"""
"""Senryu Girl""","""Kana Hanazawa""","""Major 2nd""","""Taichi Ichikawa"""
"""Senryu Girl""","""Kana Hanazawa""","""Major 2nd""","""Takeshi Kusao"""
"""Senryu Girl""","""Kana Hanazawa""","""Major 2nd: Second Season""","""Ayahi Takagaki"""
"""Senryu Girl""","""Kana Hanazawa""","""Major 2nd: Second Season""","""Daiki Yamashita"""
"""Senryu Girl""","""Kana Hanazawa""","""Major 2nd: Second Season""","""Natsumi Fujiwara"""
"""Senryu Girl""","""Kana Hanazawa""","""Major 2nd: Second Season""","""Rie Murakawa"""
"""Senryu Girl""","""Kana Hanazawa""","""Major 2nd: Second Season""","""Tomokazu Sugita"""
"""Senryu Girl""","""Kana Hanazawa""","""March Comes in like a Lion""","""Ai Kayano"""
"""Senryu Girl""","""Kana Hanazawa""","""March Comes in like a Lion""","""Marina Inoue"""
"""Senryu Girl""","""Kana Hanazawa""","""March Comes in like a Lion""","""Nobuhiko Okamoto"""
"""Senryu Girl""","""Kana Hanazawa""","""March Comes in like a Lion""","""Shinichirou Miki"""
"""Senryu Girl""","""Kana Hanazawa""","""March Comes in like a Lion""","""Subaru Kimura"""
"""Senryu Girl""","""Kana Hanazawa""","""March Comes in like a Lion""","""Yumi Uchiyama"""
"""Senryu Girl""","""Kana Hanazawa""","""March Comes in like a Lion 2nd Season""","""Ai Kayano"""
"""Senryu Girl""","""Kana Hanazawa""","""March Comes in like a Lion 2nd Season""","""Hiroki Touchi"""
"""Senryu Girl""","""Kana Hanazawa""","""March Comes in like a Lion 2nd Season""","""Marina Inoue"""
"""Senryu Girl""","""Kana Hanazawa""","""March Comes in like a Lion 2nd Season""","""Nobuhiko Okamoto"""
"""Senryu Girl""","""Kana Hanazawa""","""March Comes in like a Lion 2nd Season""","""Shinichirou Miki"""
"""Senryu Girl""","""Kana Hanazawa""","""March Comes in like a Lion 2nd Season""","""Yumi Uchiyama"""
"""Senryu Girl""","""Kana Hanazawa""","""Maria the Virgin Witch""","""Ai Kakuma"""
"""Senryu Girl""","""Kana Hanazawa""","""Maria the Virgin Witch""","""Hisako Kanemoto"""
"""Senryu Girl""","""Kana Hanazawa""","""Maria the Virgin Witch""","""Kensho Ono"""
"""Senryu Girl""","""Kana Hanazawa""","""Maria the Virgin Witch""","""Natsuki Hanae"""
"""Senryu Girl""","""Kana Hanazawa""","""Maria the Virgin Witch""","""Takahiro Sakurai"""
"""Senryu Girl""","""Kana Hanazawa""","""Maria the Virgin Witch""","""Youko Hikasa"""
"""Senryu Girl""","""Kana Hanazawa""","""Maria the Virgin Witch""","""Yuuki Ono"""
"""Senryu Girl""","""Kana Hanazawa""","""Mayo Chiki!""","""Eri Kitamura"""
"""Senryu Girl""","""Kana Hanazawa""","""Mayo Chiki!""","""Kana Asumi"""
"""Senryu Girl""","""Kana Hanazawa""","""Mayo Chiki!""","""Keiji Fujiwara"""
"""Senryu Girl""","""Kana Hanazawa""","""Mayo Chiki!""","""Mariya Ise"""
"""Senryu Girl""","""Kana Hanazawa""","""Mayo Chiki!""","""Satoshi Hino"""
"""Senryu Girl""","""Kana Hanazawa""","""Mayo Chiki!""","""Yuka Iguchi"""
"""Senryu Girl""","""Kana Hanazawa""","""Mayoeru Otokonoko""","""Ayumi Fujimura"""
"""Senryu Girl""","""Kana Hanazawa""","""Mayoeru Otokonoko""","""Mariya Ise"""
"""Senryu Girl""","""Kana Hanazawa""","""Mayoeru Otokonoko""","""Mayuki Makiguchi"""
"""Senryu Girl""","""Kana Hanazawa""","""Mayoeru Otokonoko""","""Saki Fujita"""
"""Senryu Girl""","""Kana Hanazawa""","""Mayoeru Otokonoko""","""Yui Sakakibara"""
"""Senryu Girl""","""Kana Hanazawa""","""Mayoeru Otokonoko""","""Yuka Iguchi"""
"""Senryu Girl""","""Kana Hanazawa""","""Megane na Kanojo""","""Asami Imai"""
"""Senryu Girl""","""Kana Hanazawa""","""Megane na Kanojo""","""Atsushi Abe"""
"""Senryu Girl""","""Kana Hanazawa""","""Megane na Kanojo""","""Daisuke Hirakawa"""
"""Senryu Girl""","""Kana Hanazawa""","""Megane na Kanojo""","""Hiro Shimono"""
"""Senryu Girl""","""Kana Hanazawa""","""Megane na Kanojo""","""Nobuhiko Okamoto"""
"""Senryu Girl""","""Kana Hanazawa""","""Megane na Kanojo""","""Saori Hayami"""
"""Senryu Girl""","""Kana Hanazawa""","""Megane na Kanojo""","""Satomi Moriya"""
"""Senryu Girl""","""Kana Hanazawa""","""Mekakucity Actors""","""Kana Asumi"""
"""Senryu Girl""","""Kana Hanazawa""","""Mekakucity Actors""","""Mai Nakahara"""
"""Senryu Girl""","""Kana Hanazawa""","""Mekakucity Actors""","""Misuzu Togashi"""
"""Senryu Girl""","""Kana Hanazawa""","""Mekakucity Actors""","""Nanami Kashiyama"""
"""Senryu Girl""","""Kana Hanazawa""","""Mekakucity Actors""","""Shinnosuke Tachibana"""
"""Senryu Girl""","""Kana Hanazawa""","""Mekakucity Actors""","""Takuma Terashima"""
"""Senryu Girl""","""Kana Hanazawa""","""Mekakucity Actors""","""Yuko Kaida"""
"""Senryu Girl""","""Kana Hanazawa""","""Mix""","""Hiroki Yasumoto"""
"""Senryu Girl""","""Kana Hanazawa""","""Mix""","""Maaya Uchida"""
"""Senryu Girl""","""Kana Hanazawa""","""Mix""","""Mariya Ise"""
"""Senryu Girl""","""Kana Hanazawa""","""Mix""","""Taiten Kusunoki"""
"""Senryu Girl""","""Kana Hanazawa""","""Mix""","""Wataru Takagi"""
"""Senryu Girl""","""Kana Hanazawa""","""Mix""","""Yuuki Kaji"""
"""Senryu Girl""","""Kana Hanazawa""","""Mix""","""Yuuma Uchida"""
"""Senryu Girl""","""Kana Hanazawa""","""Monogatari Series: Second Season""","""Chiwa Saitou"""
"""Senryu Girl""","""Kana Hanazawa""","""Monogatari Series: Second Season""","""Emiri Katou"""
"""Senryu Girl""","""Kana Hanazawa""","""Monogatari Series: Second Season""","""Eri Kitamura"""
"""Senryu Girl""","""Kana Hanazawa""","""Monogatari Series: Second Season""","""Hiroshi Kamiya"""
"""Senryu Girl""","""Kana Hanazawa""","""Monogatari Series: Second Season""","""Maaya Sakamoto"""
"""Senryu Girl""","""Kana Hanazawa""","""Monogatari Series: Second Season""","""Shinichirou Miki"""
"""Senryu Girl""","""Kana Hanazawa""","""Monogatari Series: Second Season""","""Yui Horie"""
"""Senryu Girl""","""Kana Hanazawa""","""Monster Strike: Mermaid Rhapsody""","""Juri Kimura"""
"""Senryu Girl""","""Kana Hanazawa""","""Monster Strike: Mermaid Rhapsody""","""Kengo Kawanishi"""
"""Senryu Girl""","""Kana Hanazawa""","""Monster Strike: Mermaid Rhapsody""","""Yasuhiro Mamiya"""
"""Senryu Girl""","""Kana Hanazawa""","""Monster Strike: Mermaid Rhapsody""","""Yuki Kaida"""
"""Senryu Girl""","""Kana Hanazawa""","""Monster Strike: Mermaid Rhapsody""","""Yusuke Kobayashi"""
"""Senryu Girl""","""Kana Hanazawa""","""Morita-san wa Mukuchi""","""Haruka Tomatsu"""
"""Senryu Girl""","""Kana Hanazawa""","""Morita-san wa Mukuchi""","""Kouta Oshita"""
"""Senryu Girl""","""Kana Hanazawa""","""Morita-san wa Mukuchi""","""Maki Tsuchiya"""
"""Senryu Girl""","""Kana Hanazawa""","""Morita-san wa Mukuchi""","""Mie Hiraga"""
"""Senryu Girl""","""Kana Hanazawa""","""Morita-san wa Mukuchi""","""Saori Hayami"""
"""Senryu Girl""","""Kana Hanazawa""","""Morita-san wa Mukuchi""","""Yoshino Nanjou"""
"""Senryu Girl""","""Kana Hanazawa""","""Morita-san wa Mukuchi TV""","""Haruka Tomatsu"""
"""Senryu Girl""","""Kana Hanazawa""","""Morita-san wa Mukuchi TV""","""Mie Hiraga"""
"""Senryu Girl""","""Kana Hanazawa""","""Morita-san wa Mukuchi TV""","""Saori Hayami"""
"""Senryu Girl""","""Kana Hanazawa""","""Morita-san wa Mukuchi TV""","""Yoshino Nanjou"""
"""Senryu Girl""","""Kana Hanazawa""","""Morita-san wa Mukuchi. 2""","""Amina Satou"""
"""Senryu Girl""","""Kana Hanazawa""","""Morita-san wa Mukuchi. 2""","""Haruka Tomatsu"""
"""Senryu Girl""","""Kana Hanazawa""","""Morita-san wa Mukuchi. 2""","""Kouta Oshita"""
"""Senryu Girl""","""Kana Hanazawa""","""Morita-san wa Mukuchi. 2""","""Mie Hiraga"""
"""Senryu Girl""","""Kana Hanazawa""","""Morita-san wa Mukuchi. 2""","""Saori Hayami"""
"""Senryu Girl""","""Kana Hanazawa""","""Morita-san wa Mukuchi. 2""","""Yoshino Nanjou"""
"""Senryu Girl""","""Kana Hanazawa""","""Moshidora""","""Akio Suyama"""
"""Senryu Girl""","""Kana Hanazawa""","""Moshidora""","""Ryouta Akazawa"""
"""Senryu Girl""","""Kana Hanazawa""","""Moshidora""","""Sayaka Nakaya"""
"""Senryu Girl""","""Kana Hanazawa""","""Moshidora""","""Yasuaki Takumi"""
"""Senryu Girl""","""Kana Hanazawa""","""Moshidora""","""Yoshimasa Hosoya"""
"""Senryu Girl""","""Kana Hanazawa""","""Moshidora""","""Youko Hikasa"""
"""Senryu Girl""","""Kana Hanazawa""","""Moshidora""","""Yukiko Monden"""
"""Senryu Girl""","""Kana Hanazawa""","""Motto To Love Ru""","""Akeno Watanabe"""
"""Senryu Girl""","""Kana Hanazawa""","""Motto To Love Ru""","""Aki Toyosaki"""
"""Senryu Girl""","""Kana Hanazawa""","""Motto To Love Ru""","""Fuyuka Ooura"""
"""Senryu Girl""","""Kana Hanazawa""","""Motto To Love Ru""","""Haruka Tomatsu"""
"""Senryu Girl""","""Kana Hanazawa""","""Motto To Love Ru""","""Kanae Itou"""
"""Senryu Girl""","""Kana Hanazawa""","""Motto To Love Ru""","""Satomi Arai"""
"""Senryu Girl""","""Kana Hanazawa""","""Mushi-Uta""","""Daisuke Hirakawa"""
"""Senryu Girl""","""Kana Hanazawa""","""Mushi-Uta""","""Hitomi Nabatame"""
"""Senryu Girl""","""Kana Hanazawa""","""Mushi-Uta""","""Mitsuki Saiga"""
"""Senryu Girl""","""Kana Hanazawa""","""Mushi-Uta""","""Shintarou Asanuma"""
"""Senryu Girl""","""Kana Hanazawa""","""Mushi-Uta""","""Yukari Tamura"""
"""Senryu Girl""","""Kana Hanazawa""","""Mushi-Uta""","""Yumi Shimura"""
"""Senryu Girl""","""Kana Hanazawa""","""My Little Monster""","""Ai Orikasa"""
"""Senryu Girl""","""Kana Hanazawa""","""My Little Monster""","""Atsumi Tanezaki"""
"""Senryu Girl""","""Kana Hanazawa""","""My Little Monster""","""Haruka Tomatsu"""
"""Senryu Girl""","""Kana Hanazawa""","""My Little Monster""","""Ryouta Oosaka"""
